0,1,2
NumberOfSharesHeldInCompany,Summation of all shareholder members should be less than or equal to summation of  'Number of Shares Paid Up' for  'EquitySharesMembers 1..10' and 'PreferenceSharesMembers 1...10'  in DisclosureOfClassesOfShareCapital. Should be greater than zero,
PercentageOfShareholdingInCompany,Summation of all shareholder for equity members should be less than or equal to 100% . Summation of all shareholder for preference members should be less than or equal to 100%.,
DisclosureOfDetailsOnPrivatePlacementOfShareAbstract,,
DisclosureOfDetailsOnPrivatePlacementOfEquityShareAbstract,,
NumberOfPersonsOnPrivatePlacementOfEquityShare,Either this element or NumberOfPersonsOnPrivatePlacementOfPreferenceShare is mandatory if 'NumberOfSharesIssuedInPrivatePlacement' is greater than zero. Should be greater than or equal to zero,
NatureOfSecurityOnPrivatePlacementOfEquityShare,Mandatory if NumberOfPersonsOnPrivatePlacementOfEquityShare is greater than zero.,
DateOfRedemptionOnPrivatePlacementOfEquityShare,,
DisclosureOfDetailsOnPrivatePlacementOfPreferenceShareAbstract,,
NumberOfPersonsOnPrivatePlacementOfPreferenceShare,Should be greater than or equal to zero,
NatureOfSecurityOnPrivatePlacementOfPreferenceShare,Mandatory if NumberOfPersonsOnPrivatePlacementOfPreferenceShare is greater than zero.,
DateOfRedemptionOnPrivatePlacementOfPreferenceShare,,
DisclosureOfNumberOfShareholdersAllotteesAbstract,,
NumberOfShareholdersOfCompany,"Should be greater than or equal to zero
",
NumberOfAllotteesInCaseOfPreferentialAllotment,Should be greater than or equal to zero,
DisclosureOfReductionInCapitalAbstract,,
WhetherReductionInCapitalDoneDuringYear,,
AmountOfReductionInCapitalDuringYear,"Mandatory, if WhetherReductionInCapitalDoneDuringYear is Yes.",
PercentageOfCapitalReductionToCapitalPriorToReduction,"Mandatory, if WhetherReductionInCapitalDoneDuringYear is Yes. Should be greater than or equal to zero. Should be less than or equal to 100%",
DisclosureOfPublicOfferingAbstract,,
WhetherMoneyRaisedFromPublicOfferingDuringYear,This shall be a mandatory field in case of standalone instance document. YES should be selected in case amount entered in 'AmountOfPublicIssueDuringPeriod' is greater than zero.,
AmountRaisedFromPublicOfferingDuringYear,"Mandatory, if 'WhetherMoneyRaisedFromPublicOfferingDuringYear' is yes. Should be greater than or equal to zero",
AmountUtilisedTowardsSpecifiedPurposesForPublicOffering,"Mandatory, if 'WhetherMoneyRaisedFromPublicOfferingDuringYear' is yes. Should be greater than or equal to zero",
AmountRemainingUnutilisedReceivedInRespectOfPublicOffering,"Mandatory, if 'WhetherMoneyRaisedFromPublicOfferingDuringYear' is yes. Should be greater than or equal to zero",
DetailsOfOutstandingUnutilisedAmountsReceivedInRespectOfPublicOffering,Mandatory if 'AmountRemainingUnutilisedReceivedInRespectOfPublicOffering' is greater than zero.,
[200200] Notes - Reserves and surplus,,
name,,
DisclosureOfNotesOnReservesExplanatoryTextBlock,,
StatementOfChangesInReservesAbstract,,
StatementOfChangesInReservesTable,Should be mandatory if ReservesAndSurplus in balance sheet is other than zero.,
ComponentsOfReservesAxis,,
ReservesMember,,
CapitalReservesMember,,
CapitalRedemptionReservesMember,,
SecuritiesPremiumAccountMember,,
DebentureRedemptionReserveMember,,
DepositRepaymentReserveMember,,
RevaluationReserveMember,,
RevaluationReserveFixedAssetsMember,,
RevaluationReserveInvestmentsMember,,
ShareOptionsOutstandingAccountMember,,
CapitalReserveConsolidationMember,,
EmployeeStockOptionsOutstandingMember,,
DeferredEmployeeCompensationMember,,
OtherReservesMember,,
SubsidyIncentiveReserveMember,,
RestructuringReserveMember,,
AmalgamationReserveMember,,
BondRedemptionReserveMember,,
SinkingFundReserveMember,,
ContingencyReserveMember,,
SpecialReserveMember,,
HedgingReserveMember,,
GeneralReserveMember,,
OtherReservesOthersMember,,
OtherFundsMember,,
ForeignCurrencyTranslationReserveMember,,
SurplusMember,,
StatementOfChangesInReservesLineItems,,
Reserves,,
ChangesInReservesAbstract,,
AdditionsToReservesAbstract,,
ProfitLossForPeriod,,
OtherAdditionsToReserves,,
AdditionsToReserves,,
DeductionsToReservesAbstract,,
SecuritiesPremiumAdjustedBonusShares,,
SecuritiesPremiumAdjustedWritingOffPreliminaryExpenses,,
SecuritiesPremiumAdjustedWritingOffDiscountExpensesIssueSharesDebentures,,
SecuritiesPremiumAdjustedPremiumPayableRedemptionPreferenceSharesDebentures,,
SecuritiesPremiumAdjustedPurchaseOwnSharesOtherSecuritiesUnderSection68,,
OtherUtilisationOfSecuritiesPremiumIfPermitted,,
OtherDeductionsToReserves,,
DeductionsToReserves,,
AppropriationsForDividendDividendTaxAndGeneralReserveAbstract,,
DividendAppropriationAbstract,,
InterimDividendAppropriationAbstract,,
InterimEquityDividendAppropriation,,
InterimPreferredDividendAppropriation,,
InterimSpecialDividendAppropriation,,
InterimDividendAppropriation,,
FinalDividendAppropriationAbstract,,
FinalEquityDividendAppropriation,,
FinalPreferredDividendAppropriation,,
FinalSpecialDividendAppropriation,,
FinalDividendAppropriation,,
DividendAppropriation,,
DividendTaxAppropriationAbstract,,
EquityDividendTaxAppropriation,,
PreferredDividendTaxAppropriation,,
DividendTaxAppropriation,,
OtherAppropriations,,
TransferToGeneralReserve,,
AppropriationsForDividendDividendTaxAndGeneralReserve,,
AppropriationTowardsBonusShares,,
ChangesInReserves,,
Reserves,"Total Value of Reserves-  (Closing Balance) should be equal to value entered in 'ReservesAndSurplus' in balance sheet. 

To validate this, in ComponentsOfReservesAxis- Sum of First level child members shall be considered (CapitalReservesMember, CapitalRedemptionReservesMember etc..). However, in case the first level child is not given and its corresponding lower level child members are given then the same shall be considered.",
DescriptionOfNatureAndPurposeOfOtherReserves,This shall be mandatory in case details in respect of 'OtherReservesOthersMember' is entered.,
VenturersShareOfPostAcquisitionReservesOfJointlyControlledEnterprise,,
DisclosureOfDetailsOfTransferToCapitalRedemptionReserveOnAccountOfCompanyPurchasesOfOwnShares,,
DetailsOfAggregateAmountSetAsideOrProposedToBeSetAsideToReserveAbstract,,
AggregateAmountSetAsideOrProposedToBeSetAsideToReserve,,
AggregateAmountsWithdrawnFromSuchReservesSetAside,,
ShareReservesJointVentures,,
[200300] Notes - Borrowings,,
name,,
DisclosureOfNotesOnBorrowingsExplanatoryTextBlock,,
BorrowingsNotesAbstract,,
DetailsOfBorrowingsAbstract,,
ClassificationOfBorrowingsTable,This table is mandatory in case amount entered in 'Longtermborrowings' or 'ShortTermBorrowings' is greater than zero in financial statements.,
ClassificationBasedOnTimePeriodAxis,,
ClassificationBasedOnTimePeriodMember,,
LongTermMember,,
ShortTermMember,,
ClassificationOfBorrowingsAxis,,
BorrowingsMember,,
BondsDebenturesMember,,
BondsMember,,
DebenturesMember,,
FullyConvertibleDebenturesBanksMember,,
FullyConvertibleDebenturesGovernmentSemiGovernmentMember,,
FullyConvertibleDebenturesIntercorporateMember,,
FullyConvertibleDebenturesOthersMember,,
PartlyConvertibleDebenturesBanksMember,,
PartlyConvertibleDebenturesGovernmentSemiGovernmentMember,,
PartlyConvertibleDebenturesIntercorporateMember,,
PartlyConvertibleDebenturesOthersMember,,
NonConvertibleDebenturesBanksMember,,
NonConvertibleDebenturesGovernmentSemiGovernmentMember,,
NonConvertibleDebenturesIntercorporateMember,,
NonConvertibleDebenturesOthersMember,,
TermLoansMember,,
TermLoansFromBanksMember,,
RupeeTermLoansFromBanksMember,,
ForeignCurrencyTermLoansFromBanksMember,,
TermLoansFromOthersMember,,
RupeeTermLoansFromOthersMember,,
ForeignCurrencyTermLoansFromOthersMember,,
OtherExternalCommercialBorrowingsMember,,
WorkingCapitalLoansFromBanksMember,,
LoansRepayableOnDemandMember,,
LoansRepayableOnDemandFromBanksMember,,
LoansRepayableOnDemandFromOthersMember,,
IntercorporateBorrowingsMember,,
BorrowingFromGovernmentSemiGovernmentBodiesMember,,
BorrowingFromForeignInstitutionalAgenciesMember,,
BorrowingFromForeignCompaniesMember,,
DeferredPaymentLiabilitiesMember,,
DeferredPaymentForAcquisitionOfFixedAssetsMember,,
DeferredSalesTaxLoanMember,,
DeferredPaymentForeignSourcesMember,,
DeferredPaymentIndianSourcesMember,,
DepositsMember,,
DepositsFromDirectorsMember,,
DepositsFromShareholdersMember,,
IntercorporateDepositsMember,,
PublicDepositsMember,,
DepositsFromOthersMember,,
CommercialPaperMember,,
LoansAndAdvancesFromRelatedPartiesMember,,
LoansAndAdvancesFromDirectorsMember,,
LoansAndAdvancesFromOthersMember,,
LongTermMaturitiesOfFinanceLeaseObligationsMember,,
OtherLoansAndAdvancesMember,,
LoansTakenForFixedAssetsMember,,
LoansTakenForVehiclesMember,,
LoansTakenForOtherFixedAssetsMember,,
OtherLoansAndAdvancesOthersMember,,
SubclassificationOfBorrowingsAxis,,
SecuredUnsecuredBorrowingsMember,,
SecuredBorrowingsMember,,
UnsecuredBorrowingsMember,,
DetailsOfBorrowingsLineItems,,
Borrowings,"Summation of various Borrowings members  for Long term period should be equal to 'LongTermBorrowings' in financial statements. 

Summation of various Borrowings members for Short term period should be equal to 'ShortTermBorrowings'  in financial statements. 

To validate this, in ClassificationOfBorrowingsAxis- Only First level child members shall be considered (BondsDebenturesMember, TermLoansMember etc..). However, in case the first level child is not given and its corresponding lower level child members are given then the same shall be considered.",
NatureOfSecurityAbstract,,
NatureOfSecurity,Mandatory in case of 'SecuredBorrowingsMember',
DetailsOfPersonalSecurityGivenByPromotersOtherShareholdersOrOtherThirdPartiesThoughSuchSecurityDoesNotResultInClassificationOfBorrowingsAsSecured,,
DetailsOnLoansGuaranteedAbstract,,
AggregateAmountOfLoansGuaranteedByDirectors,,
AggregateAmountOfLoansGuaranteedByOthers,,
ParticularsOfAnyRedeemedBondsDebenturesWhichCompanyHasPowerToReissue,,
TermsOfRepaymentOfTermLoansAndOtherLoans,,
DetailsOnDefaultsOnBorrowingsAbstract,,
BeginningDateOfContinuingDefaultForBorrowings,,
OutstandingAmountOfContinuingDefaultPrincipal,Mandatory in case Beginning Date of continuing Default is entered,
OutstandingAmountOfContinuingDefaultInterest,Mandatory in case Beginning Date of continuing Default is entered,
DetailsOfBondsOrDebenturesAbstract,,
DetailsOfBondsOrDebenturesTable,This table should be mandatory in case details are entered for 'BondsMember or DebenturesMember' under 'Classification of borrowings [Axis]' and vice-a-versa.,
DetailsOfBondsOrDebenturesAxis,,
DetailsOfBondsOrDebenturesLineItems,,
WhetherBondsOrDebentures,,
NatureOfBondOrDebenture,,
HolderOfBondOrDebenture,,
RateOfInterest,Should be greater than or equal to zero. ,
ParticularsOfRedemptionOrConversion,,
NominalValuePerBondOrDebenture,Should be greater than or equal to zero. ,
NumberOfBondsOrDebentures,Should be greater than or equal to zero. ,
AmountOfBondsOrDebenturesIssuedDuringPeriod,Should be greater than or equal to zero. ,
NumberOfAllotteesToWhomBondsOrDebenturesWereIssued,Should be greater than or equal to zero. ,
EarliestDateOfRedemption,,
NominalAmountOfBondsOrDebenturesHeldByNomineeOrTrusteeOfCompany,Should be greater than or equal to zero. ,
BookValueOfBondsOrDebenturesHeldByNomineeOrTrusteeOfCompany,Should be greater than or equal to zero. ,
ShareLongTermBorrowingsJointVentures,,
ShareShortTermBorrowingsJointVentures,,
[200400] Notes - Non-current investments,,
name,,
DisclosureOfNotesOnNoncurrentInvestmentsExplanatoryTextBlock,,
NoncurrentInvestmentsAbstract,,
AccountingPolicyForDeterminationOfCarryingAmountOfInvestmentsTextBlock,,
DisclosureOfDetailsOfNoncurrentInvestmentsAbstract,,
DetailsOfNoncurrentInvestmentsTable,This table is mandatory in case 'NonCurrentInvestments' is greater than zero in Financial statements,
ClassificationOfNoncurrentInvestmentsAxis,,
DetailsOfNoncurrentInvestmentsLineItems,,
TypeOfNoncurrentInvestments,,
ClassOfNoncurrentInvestments,,
NatureOfNoncurrentInvestments,,
NoncurrentInvestments,Should be greater than equal to zero. Summation of 'NoncurrentInvestments' for all dimensional members should be equal to 'NonCurrentInvestments' in Financial statements.,
NameOfBodyCorporateInWhomInvestmentHasBeenMade,,
DetailsOfWhetherSuchBodyCorporateIsSubsidiaryAssociateJointVentureOrControlledSpecialPurposeEntity,,
NumberOfSharesOfNoncurrentInvestmentMadeInBodyCorporate,Should be greater than or equal to zero,
DetailsOfNoncurrentInvestmentsMadeInBodyCorporateWhichArePartlyPaid,,
DetailsOfNoncurrentInvestmentMadeInPartnershipFirmsAbstract,,
DetailsOfNoncurrentInvestmentMadeInPartnershipFirmsExplanatoryTextBlock,,
NameOfPartnershipFirmWhereNoncurrentInvestmentIsMade,,
NamesOfAllPartnersInPartnershipFirm,,
DetailsOfCapitalOfPartnershipFirmAbstract,,
TotalCapitalOfPartnershipFirm,,
DateToWhichCapitalOfPartnershipFirmRelates,Should be less than or equal to system date,
DetailsOfShareOfEachPartnerInCapitalOfPartnershipFirm,,
DetailsOfShareOfEachPartnerInProfitsOfPartnershipFirm,,
DetailsOfNoncurrentInvestmentsCarriedAtOtherThanCostAbstract,,
BasisOfValuationForNoncurrentInvestmentsCarriedAtOtherThanAtCost,,
AggregateAmountOfQuotedNoncurrentInvestments,Mandatory if value in 'NonCurrentInvestment' in financial statement is greater than zero. Should be greater than equal to zero. Summation of 'AggregateAmountOfQuotedNoncurrentInvestments' and 'AggregateAmountOfUnquotedNoncurrentInvestments' should be equal to 'NoncurrentInvestments' in financial statements.,
MarketValueOfQuotedNoncurrentInvestments,"Should be greater than equal to zero. Mandatory, if value entered in field 'AggregateAmountOfQuotedNonCurrentInvestments' is greater than zero.
",
AggregateAmountOfUnquotedNoncurrentInvestments,Mandatory if value in 'NonCurrentInvestment' in balance sheet is greater than zero. Should be greater than equal to zero. ,
AggregateProvisionForDiminutionInValueOfNoncurrentInvestments,This is mandatory in case value in 'NonCurrentInvestments' in Balance sheet is greater than zero.,
ExplanationOfSignificantRestrictionsOnRightOfOwnershipRealizabilityOfInvestmentsOrRemittanceOfIncomeOrProceedsOfDisposal,,
ShareNoncurrentInvestmentsJointVentures,,
[200500] Notes - Current investments,,
name,,
DisclosureOfNotesOnCurrentInvestmentsExplanatoryTextBlock,,
CurrentInvestmentsAbstract,,
AccountingPolicyForDeterminationOfCarryingAmountOfInvestmentsTextBlock,,
DisclosureOfDetailsOfCurrentInvestmentsAbstract,,
DetailsOfCurrentInvestmentsTable,Table should be mandatory in case 'CurrentInvestments' is greater than zero in Balance sheet.,
ClassificationOfCurrentInvestmentsAxis,,
DetailsOfCurrentInvestmentsLineItems,,
TypeOfCurrentInvestments,,
ClassOfCurrentInvestments,,
NatureOfCurrentInvestments,,
CurrentInvestments,Should be greater than equal to zero. Summation of 'CurrentInvestments' for all dimensional members should be equal to 'CurrentInvestments' in Balance sheet.,
BasisOfValuationOfCurrentInvestments,,
NameOfBodyCorporateInWhomInvestmentHasBeenMade,,
DetailsOfWhetherSuchBodyCorporateIsSubsidiaryAssociateJointVentureOrControlledSpecialPurposeEntity,,
NumberOfSharesOfCurrentInvestmentMadeInBodyCorporate,Should be greater than or equal to zero,
DetailsOfCurrentInvestmentsMadeInBodyCorporateWhichArePartlyPaid,,
DetailsOfCurrentInvestmentMadeInPartnershipFirmsAbstract,,
DetailsOfCurrentInvestmentMadeInPartnershipFirmsExplanatoryTextBlock,,
NameOfPartnershipFirmWhereCurrentInvestmentIsMade,,
NamesOfAllPartnersInPartnershipFirm,,
DetailsOfCapitalOfPartnershipFirmAbstract,,
TotalCapitalOfPartnershipFirm,,
DateToWhichCapitalOfPartnershipFirmRelates,Should be less than or equal to system date,
DetailsOfShareOfEachPartnerInCapitalOfPartnershipFirm,,
DetailsOfShareOfEachPartnerInProfitsOfPartnershipFirm,,
AggregateAmountOfQuotedCurrentInvestments,Mandatory if value in 'CurrentInvestment' in balance sheet is greater than zero. . Summation of 'AggregateAmountOfQuotedCurrentInvestments' and 'AggregateAmountOfUnquotedCurrentInvestments' should be equal to 'CurrentInvestments' in Balance Sheet.,
MarketValueOfQuotedCurrentInvestments,"Should be greater than equal to zero. Mandatory, if value entered in field 'AggregateAmountOfQuotedCurrentInvestments' is greater than zero.
",
AggregateAmountOfUnquotedCurrentInvestments,Mandatory if value in 'CurrentInvestment' in balance sheet is greater than zero.  Should be greater than equal to zero. ,
AggregateProvisionForDiminutionInValueOfCurrentInvestments,This is mandatory in case value in 'CurrentInvestments' in Balance sheet is greater than zero.,
ExplanationOfSignificantRestrictionsOnRightOfOwnershipRealizabilityOfInvestmentsOrRemittanceOfIncomeOrProceedsOfDisposal,,
ShareCurrentInvestmentsJointVentures,,
[200600] Notes - Subclassification and notes on liabilities and assets,,
name,,
DisclosureOfSubclassificationAndNotesOnLiabilitiesAndAssetsExplanatoryTextBlock,,
SubclassificationAndNotesOnLiabilitiesAndAssetsAbstract,,
OtherLongTermLiabilitiesNotesAbstract,,
DisclosureOfNotesOnOtherLongTermLiabilitiesExplanatoryTextBlock,,
OtherLongTermLiabilitiesAbstract,,
TradePayablesLongTerm,This is a mandatory field.,
OthersLongTermAbstract,,
GrossAmountDueToCustomersForContractWorkNoncurrent,,
OthersLongTermOthers,,
OthersLongTerm,,
